utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotation2	annotator_name2	Diff_annotations	keychild	speaker	role_adressee
18769	SIS	sister	il est déjà enlevé 				Anais/247b.cha	1	L				Anais	other child	Keychild
18788	SIS	sister	heu oui ca c'est la couverture				Anais/247b.cha	1	L				Anais	other child	Keychild
18810	SIS	sister	non				Anais/247b.cha	1	L				Anais	other child	Keychild
18812	SIS	sister	dans le bain				Anais/247b.cha	1	L				Anais	other child	Keychild
18976	SIS	sister	mais pourquoi tu as pris ma caisse Ana?				Anais/247b.cha	1	clara				Anais	other child	Keychild
18982	SIS	sister	Ana je crois pas que j'ai pas mis mes sous dedans				Anais/247b.cha	1	clara				Anais	other child	Keychild
19000	SIS	sister	merci Ana				Anais/247b.cha	1	clara				Anais	other child	Keychild
19002	SIS	sister	tu es gentille Ana				Anais/247b.cha	1	clara				Anais	other child	Keychild
19073	SIS	sister	anais attention je suis en train de descendre				Anais/247b.cha	1	L				Anais	other child	Keychild
19088	SIS	sister	Ana on a les mêmes				Anais/247b.cha	1	clara				Anais	other child	Keychild
19102	SIS	sister	où ils sont les autres Ana?				Anais/247b.cha	1	clara				Anais	other child	Keychild
19128	SIS	sister	Ana				Anais/247b.cha	1	clara				Anais	other child	Keychild
19183	SIS	sister	pardon anais mais t'es sur mon passage				Anais/247b.cha	1	L				Anais	other child	Keychild
19184	SIS	sister	t'es sur mon passage				Anais/247b.cha	1	L				Anais	other child	Keychild
19209	SIS	sister	Ana tu peux me donner xxx				Anais/247b.cha	1	clara				Anais	other child	Keychild
19282	SIS	sister	tu veux que je le mette?				Anais/247b.cha	1	clara				Anais	other child	Keychild
28882	SIS	sister	Polochon				Anais/28a.cha	1	clara				Anais	other child	Keychild
29249	SIS	sister	fais voir				Anais/28a.cha	1	clara				Anais	other child	Keychild
29250	SIS	sister	lequel?				Anais/28a.cha	1	clara				Anais	other child	Keychild
29302	SIS	sister	c'est un requin				Anais/28a.cha	1	clara				Anais	other child	Keychild
29310	SIS	sister	c'est un méchant				Anais/28a.cha	1	L				Anais	other child	Keychild
29315	SIS	sister	et une xxx				Anais/28a.cha	1	L				Anais	other child	Keychild
29390	SIS	sister	Avec les bébés xxx				Anais/28a.cha	1					Anais	other child	Keychild
29526	SIS	sister	j'en www ai vu un				Anais/28a.cha	1	clara				Anais	other child	Keychild
29551	SIS	sister	eh et ce que vous pouvez m'aider à faire lui ?				Anais/28a.cha	1	L				Anais	other child	Keychild
29553	SIS	sister	éh mais donne moi cette chaise				Anais/28a.cha	1	clara				Anais	other child	Keychild
29557	SIS	sister	mais Ana tu sais pas faire				Anais/28a.cha	1	clara				Anais	other child	Keychild
29558	SIS	sister	parce que après tu les mets tous à l'envers				Anais/28a.cha	1	clara				Anais	other child	Keychild
29579	SIS	sister	les bords on les met là				Anais/28a.cha	1	clara				Anais	other child	Keychild
29580	SIS	sister	d'accord?				Anais/28a.cha	1	clara				Anais	other child	Keychild
29653	SIS	sister	xxx				Anais/28a.cha	1	clara				Anais	other child	Keychild
29654	SIS	sister	tu veux que je te l'enlève?				Anais/28a.cha	1	clara				Anais	other child	Keychild
29658	SIS	sister	attends				Anais/28a.cha	1	clara				Anais	other child	Keychild
29659	SIS	sister	c'est pas grave Ana				Anais/28a.cha	1	clara				Anais	other child	Keychild
29660	SIS	sister	tu peux m'en faire un www autre				Anais/28a.cha	1	clara				Anais	other child	Keychild
29663	SIS	sister	xxx				Anais/28a.cha	1	clara				Anais	other child	Keychild
29664	SIS	sister	fallait le faire comme ça				Anais/28a.cha	1	clara				Anais	other child	Keychild
29665	SIS	sister	d'accord				Anais/28a.cha	1	clara				Anais	other child	Keychild
29666	SIS	sister	xxx tu as qu'à en faire				Anais/28a.cha	1	clara				Anais	other child	Keychild
29667	SIS	sister	celuilà je te le défais autrement				Anais/28a.cha	1	clara				Anais	other child	Keychild
29671	SIS	sister	attends Ana				Anais/28a.cha	1	clara				Anais	other child	Keychild
29673	SIS	sister	parce que la poire il faut l'enlever				Anais/28a.cha	1	clara				Anais	other child	Keychild
29674	SIS	sister	d'accord?				Anais/28a.cha	1	clara				Anais	other child	Keychild
29675	SIS	sister	parce que autrement pouf on va le déchirer après				Anais/28a.cha	1	clara				Anais	other child	Keychild
29676	SIS	sister	d'accord?				Anais/28a.cha	1	clara				Anais	other child	Keychild
29677	SIS	sister	xxx				Anais/28a.cha	1	clara				Anais	other child	Keychild
29679	SIS	sister	celuilà tu le fais pour  pour ta marraine?				Anais/28a.cha	1	clara				Anais	other child	Keychild
29728	SIS	sister	fais voir				Anais/28a.cha	1	clara				Anais	other child	Keychild
29735	SIS	sister	ah oui				Anais/28a.cha	1	clara				Anais	other child	Keychild
29756	SIS	sister	xxx Ana				Anais/28a.cha	1	clara				Anais	other child	Keychild
29813	SIS	sister	et voilà!				Anais/28a.cha	1	L				Anais	other child	Keychild
29905	SIS	sister	tu veux prendre lui?				Anais/28a.cha	1	clara				Anais	other child	Keychild
29909	SIS	sister	un www arbre				Anais/28a.cha	1	clara				Anais	other child	Keychild
29938	SIS	sister	à moi				Anais/28a.cha	1	clara				Anais	other child	Keychild
29963	SIS	sister	où?				Anais/28a.cha	1	clara				Anais	other child	Keychild
29964	SIS	sister	là?				Anais/28a.cha	1	clara				Anais	other child	Keychild
29966	SIS	sister	de l'autre côté Ana peutêtre				Anais/28a.cha	1	clara				Anais	other child	Keychild
29972	SIS	sister	ça c'est un mouton				Anais/28a.cha	1	clara				Anais	other child	Keychild
30000	SIS	sister	non à moi				Anais/28a.cha	1	clara				Anais	other child	Keychild
30019	SIS	sister	tu le mets tu le mets comme ça				Anais/28a.cha	1	clara				Anais	other child	Keychild
30022	SIS	sister	tu le mets comme ça d'accord?				Anais/28a.cha	1	clara				Anais	other child	Keychild
30023	SIS	sister	en barrière				Anais/28a.cha	1	clara				Anais	other child	Keychild
30025	SIS	sister	non				Anais/28a.cha	1	clara				Anais	other child	Keychild
30026	SIS	sister	on les met				Anais/28a.cha	1	clara				Anais	other child	Keychild
30027	SIS	sister	on on le met comme ça d'accord?				Anais/28a.cha	1	clara				Anais	other child	Keychild
30028	SIS	sister	d'accord Ana?				Anais/28a.cha	1	clara				Anais	other child	Keychild
30031	SIS	sister	d'accord				Anais/28a.cha	1	clara				Anais	other child	Keychild
30033	SIS	sister	allez mets Ana				Anais/28a.cha	1	clara				Anais	other child	Keychild
30035	SIS	sister	voilà				Anais/28a.cha	1	clara				Anais	other child	Keychild
30039	SIS	sister	moi j'ai canard				Anais/28a.cha	1	clara				Anais	other child	Keychild
30067	SIS	sister	attends on met du blanc				Anais/28a.cha	1	L				Anais	other child	Keychild
30069	SIS	sister	de ce côté				Anais/28a.cha	1	L				Anais	other child	Keychild
30115	SIS	sister	après y a du blanc				Anais/28a.cha	1	clara				Anais	other child	Keychild
30116	SIS	sister	moi j'ai du blanc				Anais/28a.cha	1	clara				Anais	other child	Keychild
