
MOT;Mummy won't be a moment 
MOT; ;%add to Mother
LOU;shall I catch you 
LOU;yes 
LOU;Abby we're going out shopping 
LOU;we are shopping 
REB;Mummy do you take off her recorder now 
MOT;hm 
REB;can I go and play with Jane 
MOT; 
REB;can I play with Jane 
MOT;no darling you're not playing with anyone 
MOT;because you're not very well today 
REB;I am 
REB;Mum 
MOT;right will you put the shopping out ;%add to Rebecca 
REB;shopping out 
MOT;look I've just put it there 
MOT;look don't make me jump and get all jittery 
MOT;now just leave it 
MOT;yes 
MOT;I can't do anything until I've got the washing machine out the way and the and the washing out 
FAT;xxx 
SIR;where ;%add to Father
SIR;nine months where 
FAT;so if you have any trouble you go to what we call the dental hospital 
SIR; 
FAT;which is down 
FAT;on the way to Hilary's 
FAT;that's a funny noise when you've got your recording xxx 
FAT;you say some nice things 
FAT;what xxx 
FAT;have you had your lunch 
FAT;or are you going to have it in a minute 
REB;shall I 
REB;shall I 
SIR;what 
REB;shall I ring her up again 
SIR;what she say 
SIR;is she coming 
REB;she said 
REB;will I ring her up again 
REB;shall I 
REB;alright 
SIR;yes you can do that 
REB;you've gotto come now 
REB;because it's ready 
REB;alright 
REB;byebye 
REB;bring it upstairs she said 
REB;alright I'll take it upstairs 
SIR;right 
REB;shall I take it upstairs 
SIR;no I can take it 
REB;I will 
REB;I want to 
REB;I want to  
REB;I will 
REB;please let me 
REB;please let me 
REB;I want to 
REB;I like xxx 
REB;right 
REB;coming 
REB;yes 
REB;goodbye 
REB;yes 
REB;yes 
REB;yes 
REB;oh 
REB;goodbye 
REB;alright 
LOU;I want coffee ;%add to Rebecca
REB;do you want some more baked beans 
LOU;yes 
REB;there's some left 
LOU;yes 
REB;yes she does ;%add to Sirka
REB;yes 
LOU;say I want some coffee when she 
REB;she wants some coffee so please make her 
SIR;who 
REB;she wants some coffee 
REB;so please make her some 
REB;yes 
LOU;ask her if I should put Abigail to bed 
LOU;she wants to say something 
REB;what 
REB;what 
LOU;oh Sirka 
LOU;did Abby have any 
SIR;yes xxx 
LOU;nice did you like it Abby Abby 
REB;ah I want more 
REB;I want some more 
SIR;that's enough 
REB;no I want some more 
REB;I want some more Mum 
MOT;can you wait while Becky puts her other boot on 
LOU;here you are 
REB;they've gone 
MOT;ah you're there 
MOT;good 
MOT;you haven't gone without her 
MOT;ally Abby I mean come in 
MOT;they're going to buy you some sweets 
MOT;they're going to buy you sweeties 
MOT;while we go around the garden 
MOT;we go in the garden on the terrace Abby and Mummy 
MOT;shush 
MOT;quiet darling 
MOT;look 
MOT;there's blanket like ours outof the window 
MOT;oh xxx 
MOT; 
MOT;did you take anything out 
MOT;oh my god 
MOT;oh Christ 
MOT;open your mouth 
MOT;look at it 
MOT;you just 
MOT;is that your teddy 
MOT;do you want to draw a teddy 
MOT;can I color him in with that one 
MOT;oh no  it won't color in 
MOT;can I have another color to color him in 
MOT;a brown teddy 
MOT;oh 
MOT;that one's nearly gone too 
MOT;now I'd better do it 
MOT; 
MOT;ah 
MOT;oh 
MOT;where are we 
MOT;that's right 
MOT; 
MOT; 
MOT; 
UNK;there they are 
MOT;they have haven't they 
MOT;they've gone right inside 
MOT;xxx 
MOT;that's your mother's 
MOT;yes 
MOT;and those are yours inside 
MOT;and your mother's box 
MOT;I was 
MOT;yes it was present 
MOT;where are you going 
REB;out 
MOT;out 
REB;Mummy 
MOT;I am a silly old thing 
MOT;I've thrown away a packet that had a recipe on it 
REB;ah aren't I silly 
REB;I want the milk 
REB;do you want some milk in 
MOT;oh you made me jump 
REB;I've just got some in 
MOT;I've gotto make two sauces 
REB;xxx 
MOT;now do you want a little bit of this meat mixed with it 
REB;yes 
MOT;I'm sorry 
MOT;I only heard I told you last night how bad it was for you to have white sugar ;%add to Louise
MOT;sorry xxx 
LOU;I was dreaming last night how about how bad it was for me to have brown sugar 
MOT;xxx 
LOU;dear old Ab ;%add to Abigail
LOU;Abby got it 
MOT;oh good morning 
MOT;I wondered if I could arrange to have a car serviced tomorrow please a Morris eleven hundred and an Mot 
MOT;and serviced yes 
MOT;the name's xxx 
MOT;pardon 
MOT;no 
MOT;xxx 
MOT;no 
MOT;a Morris eleven hundred 
MOT;ah that I'm afraid I don't know at the moment because it's my mother inlaw's car 
MOT;but shall I give you our address 
MOT;Abby 
MOT;what are you doing 
MOT;it's not a ten pee 
REB;Abby stay here 
REB;a piece of string 
REB;it isn't 
REB;it's a piece of string 
REB;for you to tug in bed 
REB;that's how you used to do it 
MOT;oh we nearly blew up yesterday trying to get it on didn't we 
REB;
REB;
MOT;careful 
REB;don't break it 
MOT;xxx 
REB;Mummy 
REB;I want xxx 
REB;please Mummy let me 
MOT;look 
LOU;xxx 
MOT;xxx 
MOT;in the children's zoo 
REB;I want a xxx 
REB;I want to see xxx 
MOT;you got one already ;%add to Rebecca 
MOT;you can have another one if you really want one 
MOT;you're not allowed to hold the pandas though 
LOU;no 
LOU;Mummy  I want to go to London Zoo today 
MOT;well look 
MOT;what I don't want to do is 
MOT;I have promised Louli that she can go to her friend's party 
MOT;we can go to London Zoo at anytime so 
MOT;so we'll see if but 
MOT;well I mean not anytime but on very rare occasions 
MOT;it might be possible to go there 
LOU;and another reason 
LOU;I don't really like going to xxx 
UNK;xxx zzz 
LOU;sorry 
REB;naughty girl 
LOU;are you alright ;%add to Abigail
MOT;do you want to pee now Abby 
MOT;yes Ab do you want to pee 
REB;xxx Abby  
LOU;xxx Abby  
MOT;could you try not to all be here 
MOT;could one of you play with her 
LOU;me 
REB;me 
LOU;I was playing with her first 
REB;and me 
MOT;no 
MOT;look darling your voice is xxx 
LOU;Abby 
LOU;Abby come on 
LOU;come on Abby 
LOU;will you help me pick Benny up 
LOU;come and help me pick Benny up 
NIC;why not 
LOU;he fell off 
MOT;it's very difficult if four young people do it 
MOT;listening to the tape 
LOU;he fell off ;%add to Abigail 
LOU;he fell off 
LOU;come on 
LOU;come and help me pick him up 
REB;Nicky xxx 
NIC;yes 
REB;xxx 
NIC;doesn't want to 
REB;ask her 
NIC;I have 
REB;Abby 
REB;do you want xxx 
MOT;Becky 
MOT;I'm putting your biscuit there  
MOT;no 
MOT;sothat when you put the clothes on the top there it won't make the biscuit all soggy 
REB;I want to do one 
REB;can I do one of those 
REB;cause I did let 
MOT;yes 
REB;Mummy 
REB;I did let Louli have one of mine 
MOT;xxx 
MOT;xxx 
REB;Mummy leave it me 
REB;zzz 
UNK;xxx 
MOT;xxx 
MOT;now the cat's playing with paper of some zzz 
LOU;it's lovely 
LOU;you should have put Miss CSick 
NIC;Caroline Sick 
LOU;oh Mummy 
LOU;I've got a letter 
LOU;will you read it to me 
MOT;I'm not wearing my glasses Louli 
MOT;dear customer www 
MOT;free phone in flavors 
MOT;we thankyou in connection with the above 
NIC;there ain't three there are only two 
MOT;free 
LOU;free 
MOT;and have pleasure in enclosing a packet each of Chef chicken and leek and Chef golden vegetable soup 
MOT;as you may recall from the television advertisement these are the two most recent additions to the Chef range of flavors 
MOT;and we trust you will find them to your satisfaction 
MOT;for your added information xxx soups xxx is also available in ten other flavors 
MOT;tomato 
MOT;minestrone 
MOT;oxtail 
MOT;spring vegetable 
MOT;chicken noodle www 
MOT;Nicky xxx family or something 
NIC;no 
LOU;let xxx only me and Nicky 
LOU;Nicky 
LOU;get a spoon 
LOU;Nicky would you like 
MOT;in the fish tank 
MOT;upstairs 
NIC;shall I go and get some 
MOT;it's sort of down the side 
MOT;by the side of the cupboard you made xxx 
LOU;right that's all ;%add to Abigail and Rebecca
LOU;do you like it 
NIC;what either beside the 
MOT;between the fireplace 
MOT;on the ground 
MOT;between the fireplace xxx 
LOU;hey something funny 
LOU;anytime anybody has my soup 
LOU;they all rub their tummies 
LOU;Becky rubs her tummy 
LOU;Abby rubs her tummy 
LOU;didn't you 
MOT;xxx 
LOU;I did 
MOT;oh it's nice 
LOU;I rub my tummy every time I eat it 
LOU;I've got another packet now 
REB;you're not having that chicken one today 
LOU;I may 
LOU;probably I'll have it for supper 
REB;then you won't have any more 
LOU;I know 
REB;do you only have half 
LOU; 
REB;be some more tomorrow 
LOU;xxx here today 
REB;so you might have that other half today too 
LOU;no 
LOU;I only had half of my packet today 
LOU;I cooked it all 
LOU;except Abby and Mummy ate the rest 
REB;ah 
LOU;the rest is here 
LOU;I know 
LOU;it's broken off 
REB;by 
LOU;xxx 
UNK;have we got any xxx 
REB;I know I've got it 
LOU;Mummy one piece is missing 
REB;not all of them 
LOU;one of them 
LOU;it doesn't matter because look 
LOU;no it isn't 
REB;I have that 
LOU;no 
REB;look I've got xxx 
MOT;Abby 
MOT;oh there you are 
MOT;have you finished ;%add abigail
MOT;everyone's doing that 
FAT;xxx 
MOT;Abby want your beans 
LOU;a drink of hot chocolate 
FAT;yes 
MOT;you finished darling 
MOT;must say Abby had a lot more than usual 
MOT;look 
MOT;not bad for Abby is it 
MOT;she had a whole piece 
MOT;no you won't ;%add to another child
LOU;Nicky they've all broken their ends xxx 
MOT;how are you my darling ;%add to Rebecca 
MOT;happy 
REB;I don't need any more medicine 
MOT;well we'll see 
MOT;I may give it bedtime 
MOT;it's much better that I keep giving you the medicine for a day or so 
MOT;to keep you well 
FAT;make you even better 
MOT;she doesn't need any more 
MOT;she's all right now 
LOU;xxx medicine now 
FAT;when do you go to the hospital Lou 
LOU;next Thursday 
MOT;thursday 
MOT;bath night 
LOU;yes 
MOT;let me put it down 
MOT;you see it's put on stretch 
MOT;we couldn't find the biro 
REB;it's my card 
MOT;oh dear 
FAT;xxx burst tires didn't take the number of the damn chap so she's now xxx remember them sothat she can trace it back to the 
MOT;oh 
MOT;it's not 
MOT;darling 
MOT;you've just had a big lunch 
MOT;have that for xxx later 
MOT;xxx  
MOT;no 
MOT;xxx 
MOT;look if you want some more lunch there's the rest of yours on your plate 
MOT;I'm not going to open a big meal 
LOU;Mummy 
LOU;I've done xxx 
MOT;xxx  
REB;Mummy look 
MOT;good 
MOT;I'm glad we got that 
LOU;oh God 
LOU;Becky do you want to finish off my soup 
REB; 
LOU;yes 
REB;no 
LOU;Abby do you want some soup 
LOU;I can't finish mine 
LOU;please may I get down 
MOT;tail came off 
MOT;he must have hurt his own cat 
REB;can I comb her 
REB;that's a cat's comb 
MOT;shall we go up and sit by the fire Becky 
REB;yes 
REB;because it's a magic one 
REB;Abby 
REB;come up stairs 
REB;nice and warm up there 
REB;because there's a fire 
REB;we've got three fires in our house 
REB;no four 
REB;one upstairs 
REB;one up here 
REB;another one upstairs zzz 
REB;xxx get warm 
MOT;Beck I'll put it on for you shall I darling when I come 
REB;I'll do it 
MOT;well I think you might I'll come up now because you might put the wrong knob on 
MOT;I know it's a bit cold in there 
REB;xxx 
MOT;you're doing very well 
MOT;you've nearly finished now 
REB;I think that goes there xxx 
REB;I was getting 
REB;noone needs to help me any more 
REB;I can do it on my own 
REB;see I got muddled up 
REB;noone help me Mum 
REB;Abby shall I do it 
REB;xxx 
REB;that doesn't go that way 
REB;it goes that way 
REB;there you are 
MOT;oh very good 
MOT;
MOT;can I see your pants 
MOT;come on 
MOT;xxx xxx 
MOT;
MOT;you funny old thing 
MOT;oh very good 
MOT;
MOT;take your boots off why 
MOT;don't you xxx 
MOT;oh we were going to play ringaringaroses
MOT;shall we play it 
REB;yes 
UNK;
REB;burp xxx 
REB;xxx 
REB;let's play up 
REB;Abby 
REB;Abby do you want a bath 
REB;no 
REB;it might be a little hot 
REB;you know I can have another one  
MOT;xxx 
REB;I said my lord 
REB;can I go out ;%add to Mother
MOT;yes you can go out darling 
MOT;if you want 
MOT;go upstairs 
MOT;playschool's on 
REB;how did you know 
MOT;hallo darling 
MOT;how's your apple going 
MOT;you are a dear 
MOT;aren't you 
MOT;I'm all soapy ain't I 
MOT;xxx 
MOT;don't put your apple on it 
MOT;or your apple'll taste all soapy 
MOT;xxx 
MOT;do you want to pee 
MOT;yes 
MOT;I'll help you xxx 
MOT;a teddy 
MOT;oh it's not working 
MOT;is it 
MOT;oh naughty pencil 
MOT;I think one of Louli's will work 
MOT;oh purple one 
MOT;blimey 
MOT;you've got a good hair style now 
MOT;there 
NIC;there there and there 
NIC;wait a minute 
MOT;oh yes 
MOT;that's lovely 
NIC;xxx 
MOT;I think you should keep that going 
MOT;because it's very very nice 
MOT;no Abby 
MOT;leave it alone please 
MOT;xxx darling 
MOT;conditioning and shampoo 
ERI;oh I see 
ERI;it's xxx 
MOT;then I brushed it all the time 
ERI;yes 
ERI;yes 
MOT;and lions 
MOT;she always likes lions 
MOT;what would you say if you saw a big lion 
MOT;
ERI;and a cat yes xxx 
MOT;don't worry ;%add to Erika
MOT;no hurry 
MOT;hallo 
REB;Ben's having another game 
MOT;I know 
MOT;he's trying lots today 
MOT;what's he done with Sam 
REB;he doesn't want to go anywhere 
MOT;who 
MOT;Sam doesn't 
REB;Ben or Sam don't want a biscuit xxx 
MOT;you eating xxx 
ERI;has Robert been here 
MOT;no 
ERI;so he went straight to work 
MOT;xxx 
ERI;okay 
REB;Mummy 
REB;someone's left the door open 
MOT;they can't manage to shut it with all the things they're carrying 
MOT;they're very busy 
REB;Hector 
REB;Hector 
REB;Hector 
REB;Hector 
REB;Hector 
REB;Hector 
REB;Hector 
REB;Orinocco  
LOU;naughty 
LOU;oh 
LOU;silly 
REB;Hector 
REB;Hector 
REB;ill take it outside 
REB;Hector 
REB;Hector 
REB;Hector 
REB;Hector 
LOU;Hector 
REB;she wont come 
REB;Hector 
REB;Hector 
REB;Hector 
REB;Hector 
LOU;oh no watch it 
REB;musical chairs 
REB;we want to play musical chairs 
LOU;no not with the chairs 
LOU;go and get your little straw chair 
REB;will you get it 
LOU;only one xxx please 
LOU;no 
LOU;see who can sit down on the chair first 
LOU;I will try two 
REB;these two 
REB;no 
LOU;no 
LOU;you scallywag 
REB;  
REB;xxx 
REB;why 
LOU;only one chair 
LOU;lets see who can sit on chairs there 
LOU;go round the chair 
LOU;then when the music stops sit on it 
LOU;go around the other way Abby 
LOU;go round that way 
LOU;the way Beckys going 
LOU;ill show her 
REB;xxx 
REB;
REB;that a new one 
MOT;what about that chair there 
REB;Abby do you want to go on xxx 
REB;here's a real one 
REB;that's a suitcase 
MOT;certainly is darling 
REB;do you want to go on this one xxx 
REB;please go on this one Abby 
REB;what 
REB;can I have a go Abby 
REB;xxx 
MOT;Abby were going to have a xxx 
REB;xxx 
REB;that's a real one 
REB;say no need xxx 
REB;we should have said it at the same time 
MOT;Abby 
REB;xxx 
MOT;now I've got one of Abbys shoes 
MOT;I don't know where the other one is 
REB;xxx down 
MOT;so you've got one on 
REB;I've made my xxx 
REB;horsie horsie xxx 
MOT;xxx 
REB;horsie horsie xxx 
REB;any shoes then 
MOT;oh what xxx to them 
REB;xxx 
REB;I've got a horse Mummy 
MOT;good 
MOT;xxx 
MOT;put your feet down darling 
MOT;then perhaps in jacket I can get them on 
MOT;those are then 
MOT;that's right 
REB;nice little shoes on then 
MOT;yes but we've got a bit stuck with these 
MOT;there's one 
REB;those are too big too little 
MOT;darling  
MOT;don't keep on 
REB;remember here 
REB;let me see that pot 
REB;xxx 
REB;xxx 
REB;now I cant put it all round xxx 
LOU;no 
LOU;don't xxx yet 
LOU;there 
LOU;and just in here 
LOU;now squeeze it all down 
LOU;nicely down 
LOU;nicely 
LOU;that's nice Abby 
REB;I don't want it in the oven 
LOU;its gotto go in the oven 
REB;why 
LOU;otherwise it wont harden 
LOU;I wonder what its going xxx  haven't you 
LOU;well 
LOU;there 
LOU;you did a nice little pussy cat at school or nursery once ;%add to Rebecca
LOU;at Jennys 
LOU;Spinks 
LOU;when you used to go to Jennys 
LOU;I should think Abby we could make once time more time round and then well haveto xxx 
LOU;right 
LOU;xxx 
MOT;good 
MOT;were not having wine at the moment were having cleaning darling 
MOT; 
MOT;no 
MOT;no you don't want television on now you've seen lots and lots and lots 
MOT;its better you do something a little xxx instead 
MOT;xxx 
MOT;thankyou very much Abby  
REB;when will be on on cooked today 
REB;will it be ready today 
MOT;look baby oh 
REB;yes xxx going to put it in the oven 
MOT;that's super 
MOT;were going to have lovely lovely lovely 
REB;no we don't have lunch because we've broken it xxx 
MOT;xxx 
REB;were going to have a drink 
MOT;I thought you would have a biscuit when you had lunch 
REB;we can have a snack at lunch 
MOT;hello Abby 
UNK;xxx 
MOT;shall I help you with your pee because your tights are very tight 
MOT;alright I'll help you 
MOT;xxx 
MOT;alright 
MOT;I'll wash my hands 
MOT;you move them over then Ill help to pull them down 
MOT;I will darling 
MOT;xxx 
MOT; 
MOT;no 
MOT; 
REB;no it isn't 
REB;no it isn't its a good idea if we snapped it 
REB;that will be the end of it 
REB;I want to see myself 
MOT;hello little darling ;%add to Abigail
LOU;where's Becky Daddy 
LOU;she wants to see herself 
FAT;alright I've gotto look for her 
LOU;lie down please 
LOU;its nice being a baby 
FAT;yes that's that silly slide I've got 
LOU;like to see my fun friend 
FAT;hey 
FAT;hasn't she got her thing on 
MOT;yes 
LOU;nice to see my friend 
MOT;I didn't let her touch it she keeps tearing it off 
FAT;she was very interested in it this morning she wanted to know what it was 
MOT;very interested indeed 
FAT;there isn't a Abby 
LOU;xxx can you pin your braces to the microphone 
MOT;you haven't got a nice picture of your Abby ;%add to Father
MOT;you are a looney 
MOT;xxx 
MOT;xxx alright xxx 
MOT;xxx 
MOT;huh 
MOT;if you see those yellow curtains at the kitchen 
MOT;but she's out at the moment 
MOT;this is the Parkers home 
MOT;that's right 
MOT;ah 
MOT;that's Abby xxx 
MOT;now Abby have it had something nice to eat 
MOT;carrot 
MOT;would you like to give her one 
MOT;alright one of each 
MOT;one carrot and one leaf 
MOT;oh how nice 
MOT;now do the potatoes for moussaka 
MOT;I must xxx my xxx from the shops 
MOT;a pennys not xxx 
MOT;thankyou very much darling 
MOT;there 
MOT;shall we go downstairs and get tea food 
MOT;shall we 
MOT; 
MOT;mhm 
MOT;xxx ;%add to the girls
LOU;chicken 
MOT;no but its very hot though 
MOT;have you had a nice play this afternoon 
REB;yes I have 
MOT;you have any tea 
LOU;I had jelly and xxx then Polly came in in the middle xxx
MOT;so xxx she xxx  
LOU;she was out with her friend and friend 
LOU;xxx 
REB;xxx 
REB;xxx 
REB;she asked her Mummy if I could go swimming every time she goes swimming 
MOT;where was the dreaded Lotti 
LOU;do you know what Polly said xxx can stay from seven o'clock til nine o'clock 
MOT;polly 
MOT;whoops 
MOT;even xxx 
LOU;do you know what I'm going to do 
MOT;no I really don't know 
LOU;when Polly 
LOU;not this time when Polly's going to her cottage 
LOU;but next time 
LOU;I'm going to go with her 
MOT;really 
MOT;did they so so 
LOU;well she says so 
LOU;she said your my next friend 
LOU;after Cathy 
MOT;is she allowed to take her sometimes 
LOU;yes 
REB;xxx 
LOU;and I'm her next friend 
REB;then I'm allowed to go with Jessica 
LOU;xxx 
MOT;you're a bit small to start cottages yet 
MOT;alright 
MOT;well I'll take 
MOT;why not take that and put it under your pillow 
MOT;I'll just put new pillows on our bed 
MOT;how are you getting on ;%add to French girl staying with them
MOT;are you surviving down there 
CAR;yes 
CAR;fine 
MOT;just been making the beds up here 
MOT;that's what I'm doing 
MOT;putting the big new beds xxx 
MOT;xxx now we've finished yes xxx  
MOT; 
MOT;no 
MOT;going to have clean ones because I want it all to look pretty and in the same color 
MOT;to look nice for when Daddy comes home 
MOT;so that's done 
MOT;now we must find a bottom sheet and some other pillow cases  in my pillow 
MOT;hurry on 
MOT;let's see what we can find for washing 
CAR;yes she puts a little bit of bleach 
MOT;no Abby darling don't go in 
CAR;that's cleans the floor quite well 
MOT;it's beautiful it's super 
CAR;xxx 
CAR;yes provided you don't put too much 
MOT;good as long as you alright 
CAR;yes 
ISA;xxx 
ISA;xxx 
ISA;xxx 
CAR;xxx 
MOT;no 
MOT;when I buy it I'll do it 
MOT;and then you can give it 
MOT;thankyou 
MOT;xxx 
MOT;a cornet 
CAR;oh 
MOT;I bought a big box you see 
CAR;xxx 
MOT;this is really for the deep freeze 
MOT;but we haven't got the deep freeze 
MOT;whoops 
MOT;xxx 
ISA;xxx 
MOT;whoops 
MOT;xxx 
MOT;there we are 
MOT;xxx 
MOT;xxx about lunchtime Sunday 
CAR;certainly before he goes xxx 
MOT;what time is he going 
MOT;did he say exactly what time he was going to leave 
CAR;no 
MOT;he did say earlier not late he wants to be in Southampton about six
CAR;I thought his xxx boats 
MOT;that's right at night 
MOT;and so he wants to arrive at Southampton by six 
MOT;incase there's a problem with the car 
CAR;yes 
MOT;then he'll have a meal with the two girls in Southampton 
CAR;yes yes 
MOT;and then get on the boat and go to sleep 
MOT;xxx 
MOT;so 
MOT;he wants to leave here at three at the latest 
CAR;yes 
CAR;xxx 
MOT;it's really 
MOT;the socialist 
MOT;leader of our socialist group 
CAR;hm 
MOT;he says quite alotof people of his are poor haven't got a telephone and things like that 
MOT;they've gotto be written to 
CAR;I know yes 
MOT;it seems difficult 
MOT;they can ask them to ring back from a phone box or something 
MOT;xxx 
CAR;yes they can do 
MOT;so Peter xxx is very kindly going to get his secretary 
MOT;to write the letter 
CAR;www ;%add talking to Isabelle in French
MOT;she can if she likes to 
CAR;www ;%add talking to Isabelle
MOT;I'm offering them to you first 
CAR;no you have some first 
MOT;how would you like to have eels xxx 
CAR;yes my brother used to fish eels in xxx 
MOT;fishes eels does he 
CAR;yes 
MOT;if they brought home an eel what is it xxx 
MOT;no 
MOT;what are they called 
CAR;xxx 
MOT;xxx well it's very nice actually it's in a salad 
MOT;a little vine salad which is more green than this 
CAR;yes 
MOT;and it's in a really nice fishy sauce 
MOT;so I got tinned ones one day to see what xxx 
CAR;xxx 
MOT;and they keep them xxx 
CAR;xxx 
MOT;well he wasn't because he was very embarrassed because it had to be kept well away from the children well 
MOT;his wife and really his children 
MOT;and they his children were very good very polite 
