utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotation2	annotator_name2	Diff_annotations	keychild	speaker	role_adressee	register
1524	MOT	mother	wow@i Ael !	add à BRO	%act MOT prend le dessin que BRO a en mains	add à BRO %act MOT prend le dessin que BRO a en mains	Anae/215.cha	BRO	clara				Anae	mother	Other child	OCDS
1525	MOT	mother	c'est super beau !			 	Anae/215.cha	BRO	clara				Anae	mother	Other child	OCDS
1526	MOT	mother	c'est quoi ça ?	%xpnt show sur le dessin de l'index	%sit CHI s'éloigne	%xpnt show sur le dessin de l'index %sit CHI s'éloigne	Anae/215.cha	BRO	clara				Anae	mother	Other child	OCDS
1527	MOT	mother	c'est quoi comme animal ?			 	Anae/215.cha	BRO	clara				Anae	mother	Other child	OCDS
1528	MOT	mother	qu'est-ce que c'est comme animal ?			 	Anae/215.cha	BRO	clara				Anae	mother	Other child	OCDS
1530	MOT	mother	fais voir ?	%act tend la main pour prendre le dessin		%act tend la main pour prendre le dessin 	Anae/215.cha	BRO	clara				Anae	mother	Other child	OCDS
1535	MOT	mother	ah d'accord !			 	Anae/215.cha	BRO	clara				Anae	mother	Other child	OCDS
1536	MOT	mother	c'est très beau .			 	Anae/215.cha	BRO	clara				Anae	mother	Other child	OCDS
1546	MOT	mother	ah oui [/] oui .	%act MOT dégage la table		%act MOT dégage la table 	Anae/215.cha	BRO	clara				Anae	mother	Other child	OCDS
3239	MOT	mother	ah c'est décollé oui faudra qu'on la recolle .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3257	MOT	mother	les garçons vous allez un p(e)tit peu en haut ?			 	Anae/2428.cha	O	clara				Anae	mother	Other child	OCDS
3258	MOT	mother	et Arthur tu vas peut-être aller avec papa comme ça il te déposera à xxx .	com MOT parle à BR1 dans une pièce voisine 		com MOT parle à BR1 dans une pièce voisine  	Anae/2428.cha	BR1	clara				Anae	mother	Other child	OCDS
3359	MOT	mother	bah laisse la faire .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3384	MOT	mother	< oui ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3397	MOT	mother	bah si il y en a de la rouge .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3404	MOT	mother	ben@i oui hein .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3416	MOT	mother	tu crois qu'elle a fait caca ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3418	MOT	mother	bah on ira lui changer sa couche après .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3443	MOT	mother	Ael [/] Ael [/] Ael !			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3445	MOT	mother	faut arrêter de faire du bruit si il te plaît .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3448	MOT	mother	< hum .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3556	MOT	mother	chut .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3571	MOT	mother	chut Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3587	MOT	mother	<arrête Ael> [=! rit] !			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3595	MOT	mother	chut .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3597	MOT	mother	ah oui .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3598	MOT	mother	bonne idée .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3600	MOT	mother	< merci chéri .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3601	MOT	mother	tu es gentil .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3607	MOT	mother	chut attends elle chante .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3615	MOT	mother	laisse la faire .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3622	MOT	mother	donne lui Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3634	MOT	mother	< <donne lui> [/] donne lui Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3641	MOT	mother	merci !			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3643	MOT	mother	donne lui !			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3645	MOT	mother	merci Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3653	MOT	mother	Ael tu veux pas aller ranger ça avec les playmobils si il te plaît .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3682	MOT	mother	< chut Arthur .			 	Anae/2428.cha	BR1	clara				Anae	mother	Other child	OCDS
3751	MOT	mother	chut Ael [/] Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3753	MOT	mother	< non .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3759	MOT	mother	< xxx .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3760	MOT	mother	xxx .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3762	MOT	mother	attention Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3765	MOT	mother	oui .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3766	MOT	mother	assieds toi sur le canapé et bouge plus si il te plaît .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3815	MOT	mother	< chut !			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
3834	MOT	mother	Arthur tu peux aller tousser ailleurs si il te plaît ?			 	Anae/2428.cha	BR1	clara				Anae	mother	Other child	OCDS
3838	MOT	mother	va un peu dans la chambre .			 	Anae/2428.cha	BR1	clara				Anae	mother	Other child	OCDS
3874	MOT	mother	ah merci .			 	Anae/2428.cha	BR1	clara				Anae	mother	Other child	OCDS
3956	MOT	mother	< Arthur tu veux bien aller chercher le loup dans la chambre si il te plaît ?			 	Anae/2428.cha	BR1	clara				Anae	mother	Other child	OCDS
3974	MOT	mother	quel truc ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4141	MOT	mother	< chut Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4179	MOT	mother	chut Ael !			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4181	MOT	mother	< Ael ça suffit .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4190	MOT	mother	Ael tu vas mettre tes chaussures dans ta chambre pour aller avec papa .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4213	MOT	mother	< au revoir Arthur à tout à l'heure !			 	Anae/2428.cha	BR1	clara				Anae	mother	Other child	OCDS
4243	MOT	mother	oui mais Anaé elle a voulu la mettre dans le sapin .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4249	MOT	mother	on la remettra après .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4251	MOT	mother	< pas la peine de faire crier ta soeur .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4344	MOT	mother	oui mais je sais pas où il est tu veux pas aller chercher si il te plaît ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4345	MOT	mother	quand tu auras fini ton gâteau .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4351	MOT	mother	fais une place à ta soeur pourqu'elle passe .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4354	MOT	mother	oui .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4356	MOT	mother	c'est à tout l(e) monde .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4388	MOT	mother	comment ils disent Ael tu te rappelles ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4389	MOT	mother	tremblez de ..?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4392	MOT	mother	< non c'est pas ça ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4423	MOT	mother	< oui il manque une page c'est pas grave .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4429	MOT	mother	tu peux aller chercher un [/] un autre livre Ael si il te plaît ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4457	MOT	mother	chut Ael laisse la dire .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4467	MOT	mother	< Ael !			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4468	MOT	mother	arrête .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4528	MOT	mother	oui Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4538	MOT	mother	< chut Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4550	MOT	mother	arrête .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4591	MOT	mother	Ael va chercher un livre là-haut si il te plaît .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4594	MOT	mother	parce que .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4651	MOT	mother	bon et Ael c'est pas à toi que je demande .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4771	MOT	mother	Ael tu peux aller chercher la serviette d' Anaé dans la cuisine si il te plaît ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4815	MOT	mother	ça va ?	add à BRO		add à BRO 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4818	MOT	mother	qu'est-ce que c'est qui est tombé ?	add à BRO		add à BRO 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4823	MOT	mother	oui .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4825	MOT	mother	j'arrive .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4827	MOT	mother	bah oui mais faut demander quand c'est un livre d' en haut Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4848	MOT	mother	mais t(u) as pas eu ça toi au [//] à mon travail .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4851	MOT	mother	ah oui tu as eu un [/] un jeu .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
4881	MOT	mother	oui Ael .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
5032	MOT	mother	oui ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
5035	MOT	mother	bah parce qu'il fait pas très beau .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
5037	MOT	mother	on ira s(e) promener chez le docteur tout à l'heure !			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
5039	MOT	mother	oui et bah ?			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
5041	MOT	mother	bah non on ira s(e) promener demain peut-être .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
5042	MOT	mother	puis demain on va commencer les préparatifs pour Noël .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
5043	MOT	mother	on va faire les sablés .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
5044	MOT	mother	le bateau en pain d' épice .	%act MOT caresse les cheveux de CHI		%act MOT caresse les cheveux de CHI 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
5047	MOT	mother	< les décorations .			 	Anae/2428.cha	BRO	clara				Anae	mother	Other child	OCDS
6821	MOT	mother	< oui .			 	Anae/2626.cha	BRO	clara				Anae	mother	Other child	OCDS
6827	MOT	mother	non euh les garçons vous allez là-haut un p(e)tit peu .			 	Anae/2626.cha	O	clara				Anae	mother	Other child	OCDS
6829	MOT	mother	alors vous faites pas de bruit .			 	Anae/2626.cha	BRO	clara				Anae	mother	Other child	OCDS
6854	MOT	mother	< Ael xxx .			 	Anae/2626.cha	BRO	clara				Anae	mother	Other child	OCDS
6966	MOT	mother	< Arthur ?			 	Anae/2626.cha	BR1	clara	BR1	Lara		Anae	mother	Other child	OCDS
6968	MOT	mother	xxx .			 	Anae/2626.cha	BR1	clara	BR1	Lara		Anae	mother	Other child	OCDS
6992	MOT	mother	allez Ael va là-haut un petit peu si il te plaît .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
6994	MOT	mother	si va préparer les jouets que tu veux emmener demain .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
6996	MOT	mother	allez .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7000	MOT	mother	très bien .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7003	MOT	mother	< oui [=! soupire] .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7021	MOT	mother	va dans ta chambre .	add à BRO		add à BRO 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7038	MOT	mother	voilà bonne idée .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7049	MOT	mother	non [/] non [/] non on n' emmène que des petites choses .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7050	MOT	mother	et la momie tu la ranges .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7104	MOT	mother	ça tu peux l'emmener oui .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7123	MOT	mother	Ael non va faire ça là-haut .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7125	MOT	mother	oui .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7233	MOT	mother	non hé vous arrêtez tous les deux .	%act MOT aide CHI à mettre ses lunettes puis se retourne vers BRO et BR1		%act MOT aide CHI à mettre ses lunettes puis se retourne vers BRO et BR1 	Anae/2626.cha	O	clara	O	Lara		Anae	mother	Other child	OCDS
7234	MOT	mother	allez hop .			 	Anae/2626.cha	O	clara	O	Lara		Anae	mother	Other child	OCDS
7238	MOT	mother	quel sac ?			 	Anae/2626.cha	BR1	clara	BR1	Lara		Anae	mother	Other child	OCDS
7240	MOT	mother	quel sac ?			 	Anae/2626.cha	BR1	clara	BR1	Lara		Anae	mother	Other child	OCDS
7244	MOT	mother	< chut les garçons .			 	Anae/2626.cha	O	clara	O	Lara		Anae	mother	Other child	OCDS
7496	MOT	mother	d'accord .	add BRO		add BRO 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7499	MOT	mother	oui d'accord .	add BRO		add BRO 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7774	MOT	mother	chut .	add à BRO		add à BRO 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7811	MOT	mother	Ael si il te plaît .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7853	MOT	mother	Ael xxx .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7917	MOT	mother	allez Ael pousse toi .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7927	MOT	mother	< Ael viens je vais te xxx .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7929	MOT	mother	quoi non ?	%act MOT assise sur le canapé s'apprête à couper les ongles de BRO assis à côté d'elle		%act MOT assise sur le canapé s'apprête à couper les ongles de BRO assis à côté d'elle 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
7931	MOT	mother	< xxx .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8018	MOT	mother	bon Ael toi tu t'occupes de tes affaires si il te plaît .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8029	MOT	mother	non mais tu vas ranger si il te plaît .	%xpnt show en direction de l'étage de l'index		%xpnt show en direction de l'étage de l'index 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8034	MOT	mother	< oh Ael tu me fatigues là .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8037	MOT	mother	< bien sûr ça s'est fait tout seul .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8060	MOT	mother	tiens tu vas remettre ça dans la sallede+bain tu sais où ça se met .	%act MOT tend les ciseaux à BRO		%act MOT tend les ciseaux à BRO 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8065	MOT	mother	mais <je vais le faire> [/] je vais le faire .	%act MOT se lève		%act MOT se lève 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8110	MOT	mother	< et Omer il est rentré ?	add probablement à BRO		add probablement à BRO 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8111	MOT	mother	il est où ?			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8113	MOT	mother	t(u) es sûr ?			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8128	MOT	mother	Ael arrête .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8130	MOT	mother	Ael arrête un petit peu si il te plaît .	%sit BRO s'est assis sur l'accoudoir du canapé		%sit BRO s'est assis sur l'accoudoir du canapé 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8176	MOT	mother	va dire à papa que le facteur il est passé et qu'y avait rien Ael .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8177	MOT	mother	Ael va dire à papa .			 	Anae/2626.cha	BRO	clara	BRO	Lara		Anae	mother	Other child	OCDS
8394	MOT	mother	les garçons je vous ai xxx .			 	Anae/2626.cha	O	clara				Anae	mother	Other child	OCDS
8398	MOT	mother	ouais .			 	Anae/2626.cha	BRO	clara				Anae	mother	Other child	OCDS
8399	MOT	mother	et ça aussi regarde tu ramènes dans ta chambre .			 	Anae/2626.cha	BRO	clara				Anae	mother	Other child	OCDS
8406	MOT	mother	chut .	add à BRO		add à BRO 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8408	MOT	mother	< oui mais c'est pareil .	add à BRO		add à BRO 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8442	MOT	mother	< non [/] non pas de piano Ael .			 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8482	MOT	mother	oui ben@i pose sur la table chéri .	add à BRO		add à BRO 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8576	MOT	mother	deux fois je crois .			 	Anae/284.cha	BR1	clara				Anae	mother	Other child	OCDS
8595	MOT	mother	on va aller au Louvres peut-être il y a encore l'exposition sur l'Egypte .	%act MOT regarde BR1		%act MOT regarde BR1 	Anae/284.cha	BR1	clara				Anae	mother	Other child	OCDS
8597	MOT	mother	< xxx Arthur .			 	Anae/284.cha	BR1	clara				Anae	mother	Other child	OCDS
8599	MOT	mother	< oui [=! hoche la tête] ?	add BR1		add BR1 	Anae/284.cha	BR1	clara				Anae	mother	Other child	OCDS
8663	MOT	mother	chut toi tu commences pas hein .	add à BRO	%sit BRO revient dans la pièce	add à BRO %sit BRO revient dans la pièce	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8674	MOT	mother	< chut et toi tu te tais si il te plaît .	add à BRO		add à BRO 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8676	MOT	mother	va chercher là-haut peut-être xxx va voir dans ma chambre si il y a pas une boîte .	add à BRO		add à BRO 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8761	MOT	mother	pousse toi Ael [/] Ael allez pousse toi .			 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8786	MOT	mother	< parce que elle est un peu longue cette histoire .			 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8792	MOT	mother	<tais toi un peu> [=! chuchote] .	add à BRO	%act MOT fait un mouvement de la tête en signe de lassitude	add à BRO %act MOT fait un mouvement de la tête en signe de lassitude	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8804	MOT	mother	bouche			 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8855	MOT	mother	tiens tu vas le lire dans ta chambre .	add à BRO	%act MOT tend le livre à BRO	add à BRO %act MOT tend le livre à BRO	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8857	MOT	mother	< on n' a pas de boîte on en trouvera une tout à l'heure .			 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8858	MOT	mother	allez .			 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8859	MOT	mother	va lire dans ta chambre le livre .	add à BRO		add à BRO 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8860	MOT	mother	maintenant que tu sais lire .			 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8862	MOT	mother	non [/] non tu le lis pas ici parce que là regarde .	%act MOT tient BRO par le bras		%act MOT tient BRO par le bras 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8863	MOT	mother	en plus Aliyah elle voit plus rien .			 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
8865	MOT	mother	tu te mets au fond du canapé .			 	Anae/284.cha	BRO	clara				Anae	mother	Other child	OCDS
