utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotation2	annotator_name2	Diff_annotations	keychild	speaker	role_adressee	register
34539	MOT	mother	et ça te plairait toi de prendre ça				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34547	MOT	mother	arrête Ame tais-toi un ptit peu				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34585	MOT	mother	te mets pas juste devant s'il te plaît				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34587	MOT	mother	mets-toi là mais si tu vois bien				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34588	MOT	mother	mets-toi par là voilà xxx				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34626	MOT	mother	chut				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34652	MOT	mother	chut				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34678	MOT	mother	roh attends				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34717	MOT	mother	une orange				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34722	MOT	mother	bon allez Ame				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34723	MOT	mother	chut Ame				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34732	MOT	mother	non mais jte pose				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34733	MOT	mother	a pas de se tacher				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34735	MOT	mother	arrête Ame tu m'fatigues là				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34743	MOT	mother	oui oui oui mais oh				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34744	MOT	mother	tu fermes ta bouche comme dit la maîtresse				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34746	MOT	mother	xxx ferme ta bouche				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34756	MOT	mother	roh arrête un peu				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34781	MOT	mother	ah mais tais-toi Ame ! c'est				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34782	MOT	mother	hein tu arrêtes un peu là sinon je t'envoie dans ta chambre				Theotime/2422a.cha	SIS					Theotime	mother	Other child	OCDS
34784	MOT	mother	non tu te tais un ptit peu				Theotime/2422a.cha	SIS					Theotime	mother	Other child	OCDS
34789	MOT	mother	chut				Theotime/2422a.cha	SIS	clara				Theotime	mother	Other child	OCDS
34804	MOT	mother	t'entende				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34808	MOT	mother	toi tu vas dans ta chambre parce que j'en ai marre hein				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34810	MOT	mother	de t'entendre à côté on va rien pouvoir faire ça va servir à rien				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
34811	MOT	mother	allez zou				Theotime/2422a.cha	SIS	c				Theotime	mother	Other child	OCDS
35870	MOT	mother	dix-huit dix-neuf 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
35871	MOT	mother	t'as oublié dix-neuf				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
35873	MOT	mother	vingt cinq				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
35896	MOT	mother	ah bon?				Theotime/252a.cha	SIS	clara				Theotime	mother	Other child	OCDS
35899	MOT	mother	Ame Ame				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
35910	MOT	mother	Ame				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
35925	MOT	mother	chut Ame parle pas				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
35968	MOT	mother	chut Ame arrête de parler				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
35970	MOT	mother	Ame				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
35971	MOT	mother	tu peux rester à côté mais tu parles pas				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36016	MOT	mother	ouais				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36029	MOT	mother	tu savais				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36031	MOT	mother	xxx on peut y aller à pied d'ici				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36033	MOT	mother	xxx on prendra le bus 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36037	MOT	mother	xxx prendre mon doudou 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36039	MOT	mother	des fois que Porcinet soit un peu 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36044	MOT	mother	chut chut 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36046	MOT	mother	mmh 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36060	MOT	mother	chut				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36096	MOT	mother	Tim l'autre jour il a dormi avec				Theotime/252a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36099	MOT	mother	xxx				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36104	MOT	mother	xxx dessin pour papa Ame ? 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36106	MOT	mother	tu fais un dessin pour papa pour ce soir ? 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36125	MOT	mother	oui				Theotime/252a.cha	SIS					Theotime	mother	Other child	OCDS
36128	MOT	mother	xxx tellement doucement 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36130	MOT	mother	faut dire un ptit peu plus fort sinon ça devient un peu xxx 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36131	MOT	mother	xxx ça me souffle dans les oreilles 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36132	MOT	mother	comment ça s'écrit ? 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36133	MOT	mother	comme ça ? 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36135	MOT	mother	alors vas-y : e 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36137	MOT	mother	eh ben commence par un e 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36156	MOT	mother	bah non				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36159	MOT	mother	m				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36161	MOT	mother	m comme amélie 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36163	MOT	mother	xxx				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36165	MOT	mother	i				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36174	MOT	mother	xxx ta tête				Theotime/252a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36175	MOT	mother	xxx xxx			%sit  Amé et Tim vont chercher la voiture sous le lit /Theotime/252a.cha	Theotime/252a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36185	MOT	mother	l				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36189	MOT	mother	xxx				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36191	MOT	mother	i 				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36193	MOT	mother	e				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36197	MOT	mother	xxx				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36215	MOT	mother	arrête calme toi Ame				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36216	MOT	mother	tu n'as pas fait de dessins pour papa				Theotime/252a.cha	SIS	c				Theotime	mother	Other child	OCDS
36251	MOT	mother	xxx j'ai pas rangé ça va arrête				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36252	MOT	mother	mets tes chaussettes				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36253	MOT	mother	oh dis donc attention Ame hein				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36346	MOT	mother	ouais c'est une bonne idée mais ça va pas bien tenir avec le scotch 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36347	MOT	mother	xxx jvais te coiffer 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36350	MOT	mother	viens viens viens chut chut chut 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36351	MOT	mother	viens voir 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36353	MOT	mother	Ame viens				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36356	MOT	mother	Ame 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36363	MOT	mother	ouais xxx 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36364	MOT	mother	xxx tu vas pas lui passer 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36365	MOT	mother	ça m'étonnerait				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36366	MOT	mother	ce serait bien mais 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36374	MOT	mother	allez tu vas jouer tu vas baigner tes bébés là 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36375	MOT	mother	xxx leur donner le bain d'accord ? 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36386	MOT	mother	toi tu vas un petit peu plus loin je t'ai demandé Ame hein				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36387	MOT	mother	on s'est occupé de toi tout le weekend pendant quatre jours				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36388	MOT	mother	ça va une heure tu peux //				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36397	MOT	mother	Ame je je vais me fâcher				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36398	MOT	mother	je te demande pour une fois de nous laisser tranquilles 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36399	MOT	mother	allez va plus loin				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36403	MOT	mother	c'est comme ça				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36404	MOT	mother	c'est une fois tous les quinze jours				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36405	MOT	mother	tu as une heure où tu vas faire autre chose				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36407	MOT	mother	tu apprends à jouer toute seule				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36408	MOT	mother	ça te fait beaucoup de bien				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36507	MOT	mother	Ame				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36515	MOT	mother	Ame qu'estce que je t'avais dit?				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36524	MOT	mother	tu avais rangé +//				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36525	MOT	mother	tu avais rangé ta chambre				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36526	MOT	mother	www				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36527	MOT	mother	oh c'est moi qui ai rangé ta chambre tout à l'heure				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36528	MOT	mother	et encore tu appelles ça ranger toi?				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
36698	MOT	mother	oui tu peux faire				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36700	MOT	mother	oui				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36702	MOT	mother	ah bah je me doute bien				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36703	MOT	mother	je comprends pourquoi c'etait pas encore tout sorti ça 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36704	MOT	mother	allez tu vas dans la cuisine pour faire ça 				Theotime/263a.cha	SIS	c				Theotime	mother	Other child	OCDS
36797	MOT	mother	oh la Ame				Theotime/263a.cha	SIS	clara				Theotime	mother	Other child	OCDS
38156	MOT	mother	c'est beau c'est xxx joli tu vois 				Theotime/2112a.cha	SIS	c				Theotime	mother	Other child	OCDS
38355	MOT	mother	chut chut chut				Theotime/2112a.cha	SIS	clara	SIS	Lara		Theotime	mother	Other child	OCDS
38373	MOT	mother	xxx Ame 				Theotime/2112a.cha	SIS	c				Theotime	mother	Other child	OCDS
