utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotation2	annotator_name2	Diff_annotations	keychild	speaker	role_adressee	register
36503	SIS	sister	c'est à moi				Theotime/263a.cha	1	clara				Theotime	other child	Keychild	CDS
36504	SIS	sister	c'est mon livre				Theotime/263a.cha	1	clara				Theotime	other child	Keychild	CDS
36506	SIS	sister	xxx				Theotime/263a.cha	1	clara				Theotime	other child	Keychild	CDS
36509	SIS	sister	non c'est à moi				Theotime/263a.cha	1	clara				Theotime	other child	Keychild	CDS
36511	SIS	sister	à moi				Theotime/263a.cha	1	clara				Theotime	other child	Keychild	CDS
36513	SIS	sister	à moi				Theotime/263a.cha	1	clara				Theotime	other child	Keychild	CDS
36523	SIS	sister	j'avais rangé toute ma chambre et voilà qu'elle est encore en bazar				Theotime/263a.cha	1	clara				Theotime	other child	Keychild	CDS
38352	SIS	sister	tu me donnes ça				Theotime/2112a.cha	1	clara	1	Lara		Theotime	other child	Keychild	CDS
38354	SIS	sister	tout de suite				Theotime/2112a.cha	1	clara	1	Lara		Theotime	other child	Keychild	CDS
38356	SIS	sister	c'est fragile ça				Theotime/2112a.cha	1	clara	1	Lara		Theotime	other child	Keychild	CDS
