utterance_id	speaker_id	speaker_role_raw	utterance	Comment	X	Comments	session_id	annotation1	annotator_name1	annotation2	annotator_name2	Diff_annotations	keychild	speaker	role_adressee	register
92	MOT	mother	oui [=! sourit] [=! hoche la tête] .	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
93	MOT	mother	qu'est-ce qu'il fait le lapin ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
99	MOT	mother	qu'est-ce que c'est ça ?	%act MOT regarde CHI en fronçant les sourcils	%sit CHI regarde MOT	%act MOT regarde CHI en fronçant les sourcils %sit CHI regarde MOT	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
100	MOT	mother	on en a vu plein en vacances c'est le ..?	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
102	MOT	mother	m(outon) ..?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
104	MOT	mother	[=! hoche la tête] voilà [=! sourit] .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
109	MOT	mother	et l'écureuil oui [=! rigole] .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
112	MOT	mother	<hum hum> [=! sourit] [=! hoche la tête] .	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
116	MOT	mother	han@i .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
118	MOT	mother	la grosse bête elle se (.) réveille et ..?	%act MOT regarde CHI	%sit CHI regarde MOT/Anae/215cha	%act MOT regarde CHI %sit CHI regarde MOT/Anae/215cha	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
120	MOT	mother	et boum [=! rit] .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
122	MOT	mother	oh [<] ils lui font peur (.) et elle tombe la grosse bête .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
123	MOT	mother	et elle redescend .	com intonation descendante		com intonation descendante 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
126	MOT	mother	c'est [/] c'est lequel celui-là ?	%act MOT donne le livre à CHI	%sit CHI ouvre le livre	%act MOT donne le livre à CHI %sit CHI ouvre le livre	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
131	MOT	mother	tu crois que c'est la bête <qui monte> [/] qui monte celui-là ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
132	MOT	mother	non .	com prononciation prolongée du non		com prononciation prolongée du non 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
134	MOT	mother	oui oui a un bonnet bleu .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
137	MOT	mother	il est où son bonnet ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
139	MOT	mother	<hum hum> [=! sourit] [=! hoche la tête] .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
140	MOT	mother	oh qu'est-ce que c'est ça ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
143	MOT	mother	qu'est-ce que c'est ?	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
146	MOT	mother	une che(nille) ..?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
148	MOT	mother	ah oui [=! sourit] .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
150	MOT	mother	oh .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
151	MOT	mother	qu'est-ce qui s'est passé là ?	%sit CHI a toujours son index pointé sur le dessin		%sit CHI a toujours son index pointé sur le dessin 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
152	MOT	mother	qui est-ce qui a dessiné sur le livre ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
155	MOT	mother	qui est-ce qui a dessiné sur le livre ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
156	MOT	mother	là !	%xpnt show le dessin avec l'index gauche		%xpnt show le dessin avec l'index gauche 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
158	MOT	mother	nan je crois que c'est Mara .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
162	MOT	mother	<c'est Mara qui a dessiné sur ton livre> [=! rit] .	%sit MOT prend sa tasse de thé		%sit MOT prend sa tasse de thé 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
163	MOT	mother	oh il est coquin !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
164	MOT	mother	c'est quelle couleur ça ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
166	MOT	mother	<ah bon> [>] ?	%sit MOT dépose sa tasse de thé sur la table		%sit MOT dépose sa tasse de thé sur la table 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
168	MOT	mother	non ça c'est vert .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
170	MOT	mother	tu veux pas un autre plutôt ?	%act MOT regarde vers la bibliothèque		%act MOT regarde vers la bibliothèque 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
171	MOT	mother	va chercher un autre .	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
173	MOT	mother	c'est un coloriage celui-là .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
175	MOT	mother	hum .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
176	MOT	mother	c'est pour faire le coloriage .	%sit CHI se dirige vers la table		%sit CHI se dirige vers la table 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
180	MOT	mother	oh !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
181	MOT	mother	et ça qu'est-ce que c'est ?	%act MOT prend sa tasse de café	%sit CHI dépose le jeu sur la table	%act MOT prend sa tasse de café %sit CHI dépose le jeu sur la table	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
183	MOT	mother	<nan ça> [=! rit] .	%xpnt show le jeu avec l'index gauche		%xpnt show le jeu avec l'index gauche 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
185	MOT	mother	c'est un puzzle ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
186	MOT	mother	c'est le puzzle de qui ?	%act MOT fait de la place sur la table		%act MOT fait de la place sur la table 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
188	MOT	mother	<qu'est-ce qu'il y a dessus> [=! sourit] ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
190	MOT	mother	Petit Ours Brun .	com prosodie chantante		com prosodie chantante 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
191	MOT	mother	alors on met les cartes ?	%act MOT prend la boîte		%act MOT prend la boîte 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
194	MOT	mother	hum hum .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
195	MOT	mother	tu veux lesquelles toi ?	%act MOT enlève les planches de la boîte		%act MOT enlève les planches de la boîte 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
197	MOT	mother	euh moi je veux bien celle-là .	%act MOT regarde la planche que CHI a en mains		%act MOT regarde la planche que CHI a en mains 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
198	MOT	mother	merci .	%sit CHI donne une planche à MOT		%sit CHI donne une planche à MOT 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
199	MOT	mother	pour qui celle-là ?	%act MOT regarde la planche que CHI a en mains		%act MOT regarde la planche que CHI a en mains 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
202	MOT	mother	hum hum .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
205	MOT	mother	pour qui ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
208	MOT	mother	pour ..?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
210	MOT	mother	ouais pour toi .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
212	MOT	mother	et euh une autre pour moi ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
213	MOT	mother	ou une pour Arthur ?	%sit CHI tend une planche à MOT		%sit CHI tend une planche à MOT 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
215	MOT	mother	alors tu lui dis Arthur viens jouer avec nous .	%act MOT débarrasse la table pour que BR1 puisse s'installer		%act MOT débarrasse la table pour que BR1 puisse s'installer 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
218	MOT	mother	alors on prend une carte au milieu .	%act MOT remet les cartes dans la boîte		%act MOT remet les cartes dans la boîte 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
219	MOT	mother	et on dit pour qui c'est .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
221	MOT	mother	alors .	%act MOT prend une carte dans la boîte		%act MOT prend une carte dans la boîte 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
222	MOT	mother	Petit Ours Brun ...	%act MOT montre la carte à CHI		%act MOT montre la carte à CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
223	MOT	mother	qu'est-ce qu'il fait là ?	%xpnt show la carte de l'index droit en tapotant dessus	%act MOT met la carte devant CHI et la touche plusieurs fois du doigt	%xpnt show la carte de l'index droit en tapotant dessus %act MOT met la carte devant CHI et la touche plusieurs fois du doigt	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
226	MOT	mother	c'est à toi celui-là ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
228	MOT	mother	il va où ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
232	MOT	mother	oui .	%sit CHI pose la carte sur la planche		%sit CHI pose la carte sur la planche 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
233	MOT	mother	qu'est-ce qui fait Petit Ours Brun là ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
234	MOT	mother	il est où ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
236	MOT	mother	oui [=! rit] il est où ?	%xpnt show le dessin de l'index droit		%xpnt show le dessin de l'index droit 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
237	MOT	mother	regarde qu'est-ce que c'est derrière ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
239	MOT	mother	<c'est la mer> [=! sourit] ?	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
241	MOT	mother	< <et il marche dans le sable> [=! sourit] .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
242	MOT	mother	toi aussi tu es allée à la mer .	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
243	MOT	mother	qu'est-ce qu'on fait à la mer ?	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
245	MOT	mother	on nage comment ?	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
246	MOT	mother	tu nous montres comment tu nages ?	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
248	MOT	mother	comment tu nages avec tes mains ?	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
250	MOT	mother	c'est à moi celle-là ?	%act MOT prend la planche		%act MOT prend la planche 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
251	MOT	mother	alors une autre carte .	%act MOT prend une autre carte dans la boîte		%act MOT prend une autre carte dans la boîte 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
253	MOT	mother	Petit Ours Brun dans une bouée .	%act MOT regarde la carte puis sa planche		%act MOT regarde la carte puis sa planche 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
254	MOT	mother	ah mais c'est à moi aussi .	%act MOT met la carte sur sa planche		%act MOT met la carte sur sa planche 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
255	MOT	mother	je vais gagner !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
261	MOT	mother	Petit Ours Brun qui mange des fraises c'est à moi aussi .	%act MOT regarde la carte et la place sur sa planche		%act MOT regarde la carte et la place sur sa planche 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
264	MOT	mother	euh Petit Ours Brun qui fait du coloriage .	%act MOt regarde la carte qu'elle a en main		%act MOt regarde la carte qu'elle a en main 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
266	MOT	mother	c'est à moi aussi .	%act MOT place la carte sur sa planche et regarde CHI	%sit CHI avance la boîte remplie de carte vers elle et regarde dedans	%act MOT place la carte sur sa planche et regarde CHI %sit CHI avance la boîte remplie de carte vers elle et regarde dedans	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
270	MOT	mother	à toi .	%sit CHI prend une carte dans la boîte		%sit CHI prend une carte dans la boîte 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
271	MOT	mother	alors qu'est-ce qu'il fait là (.) Petit Ours Brun ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
276	MOT	mother	<il est> [<] sur les épaules de papa et c'est pour qui ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
278	MOT	mother	regarde (.) est-ce que tu l'as cette image toi ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
282	MOT	mother	non regarde bien .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
285	MOT	mother	oui (.) c'est pour qui alors ?	%sit MOT prend sa tasse de thé		%sit MOT prend sa tasse de thé 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
287	MOT	mother	très bien .	%sit MOT dépose sa tasse de thé		%sit MOT dépose sa tasse de thé 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
288	MOT	mother	on prend une autre vas y prends une autre .	%act MOT tend sa main vers la boîte puis la tourne vers CHI	%sit CHI prend une carte dans la boîte	%act MOT tend sa main vers la boîte puis la tourne vers CHI %sit CHI prend une carte dans la boîte	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
290	MOT	mother	mais non regarde ce qu'(il) y a dessus déjà !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
291	MOT	mother	qu'est-ce que c'est ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
293	MOT	mother	mm .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
294	MOT	mother	ben@i non je crois pas .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
296	MOT	mother	qu'est-ce qu'il fait Petit Ours Brun là ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
299	MOT	mother	Petit Ours Brun il saute ...			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
301	MOT	mother	il saute où ?	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
303	MOT	mother	il saute sur la mer ?	%act MOT se penche vers CHI pour mieux regarder la carte		%act MOT se penche vers CHI pour mieux regarder la carte 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
304	MOT	mother	non je pense que c'est une flaque d' eau .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
305	MOT	mother	parce que regarde il a ses bottes .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
306	MOT	mother	il saute dans la flaque d' eau .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
307	MOT	mother	hum je crois que c'est pour Arthur .	%sit CHI cherche l'image sur sa planche		%sit CHI cherche l'image sur sa planche 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
309	MOT	mother	regarde .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
311	MOT	mother	ah il est là .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
312	MOT	mother	une autre ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
313	MOT	mother	tu prends une autre ?	%act MOT regarde CHI		%act MOT regarde CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
318	MOT	mother	oui [=! sourit] .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
320	MOT	mother	tu prends une autre ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
322	MOT	mother	ah Petit Ours Brun qui fait quoi ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
324	MOT	mother	alors il va où Petit Ours Brun qui fait du vélo ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
326	MOT	mother	non regarde bien !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
328	MOT	mother	voilà .	%act MOT hoche la tête		%act MOT hoche la tête 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
329	MOT	mother	une autre .	%act MOT avance la boîte vers CHI		%act MOT avance la boîte vers CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
335	MOT	mother	< ho c'est pour Anaé !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
336	MOT	mother	Petit Ours Brun qui court dans la ...			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
338	MOT	mother	(re)ga(r)de c'est tout blanc qu'est-ce que c'est ?	%xpnt show le dessin avec l'index droit		%xpnt show le dessin avec l'index droit 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
339	MOT	mother	c'est tout blanc et tout froid .	%sit CHI se penche vers l'image pour mieux la regarder		%sit CHI se penche vers l'image pour mieux la regarder 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
340	MOT	mother	comment ça s'appelle ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
342	MOT	mother	de la ...			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
343	MOT	mother	neige			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
346	MOT	mother	qu'est-ce que c'est ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
348	MOT	mother	regarde bien par là-bas .	%xpnt show ses cartes de l'index en dessinant des cercles		%xpnt show ses cartes de l'index en dessinant des cercles 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
350	MOT	mother	hum .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
351	MOT	mother	c'est Petit Ours Brun et son copain .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
355	MOT	mother	c'est à maman ça tu crois ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
374	MOT	mother	t(u) as tout cassé c'est pas grave !	%act MOT remet les cartes sur la planche de CHI		%act MOT remet les cartes sur la planche de CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
375	MOT	mother	on remet regarde !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
376	MOT	mother	voilà .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
377	MOT	mother	ah Petit Ours Brun avec ...	%act MOT prend une nouvelle carte		%act MOT prend une nouvelle carte 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
378	MOT	mother	qu'est-ce qu'il a regarde dans la main là ?	%act MOT montre la carte à CHI		%act MOT montre la carte à CHI 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
381	MOT	mother	qu'est-ce qu'il fait Petit Ours Brun ?			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
387	MOT	mother	vas y mets le .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
389	MOT	mother	très bien !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
390	MOT	mother	encore un .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
393	MOT	mother	je n(e) sais pas regarde .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
395	MOT	mother	non !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
397	MOT	mother	regarde sur celui d' Arthur .			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
400	MOT	mother	hum hum !			 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
401	MOT	mother	encore .	%sit CHI revient à sa place		%sit CHI revient à sa place 	Anae/215.cha	1	clara				Anae	mother	Keychild	CDS
