annotation1	utterance_id	session_id	speaker_id	uniquespeaker_id_fk	speaker_name	speaker_age	speaker_gender	speaker_role_raw	speaker_macrorole	sentence_type	english_translation	annotatorName1	commentsAnnotation1	annotation2	annotatorName2	commentsAnnotation2	Diff_annotations	utterance	language	utterance_morphemes	utterance_gloses_raw	utterance_raw	utterance_id_acqdiv	utterance_poses_raw	start	end	start_raw	end_raw	corpus	speaker_label	languages_spoken	utterance_id_source	birthdate	speaker_age_in_days	speaker_addressee	speaker_role	speaker_id.1	MinuteofUtterance	TotalRecordingTime	keychild	speaker	role_adressee	register
885	18905	2448	16649	884	Mahlobohang	NA	Female	Mother	Adult	default	Come with them by hands	emilie	NA	NA	NA	NA	NA	tloo ka tsona ka matsoho	Sesotho	tloo ka tsona ka ma-tsoho	come/m^i pr 10 pr 6-hand(5,6)	tloo ka tsona ka matsoho	2674614	v pr pn pr pfx-n	751.3	755.055	751.3	755.055	Sesotho	MHL	sme	u127	NA	NA	NA	Mother	16649	12	18_63.41	Hlobohang	mother	Cousin	OCDS
885	4514	2421	16452	884	Mahlobohang	NA	Female	Mother	Adult	default	You can give him it	emilie	NA	NA	NA	NA	NA	ukamoneha eo	Sesotho	u-ka-mo-neh-a eo	sm2s-t^po-om1-give-m^in 9	ukamoneha eo	2660223	pfx-pfx-pfx-v-sfx d	5.518.042	5.521.217	5.518.042	5.521.217	Sesotho	MHL	sme	u798	NA	NA	NA	Mother	16452	91	4_95.13	Hlobohang	mother	Cousin	OCDS
885	2460	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	default	Please Mololo !	emilie	NA	NA	NA	NA	NA	hle Mololo	Sesotho	hle Mololo	ij a_name	hle Mololo	2658169	ij ???	2444.4	2.445.898	2444.4	2.445.898	Sesotho	MHL	sme	u540	NA	NA	NA	Mother	16433	40	3_95.01	Hlobohang	mother	Cousin	OCDS
885	4515	2421	16452	884	Mahlobohang	NA	Female	Mother	Adult	default	When you finish saying it will draw blood	emilie	NA	NA	NA	NA	NA	ha uqeta hore etlantSa madi	Sesotho	ha u-qet-a ho-r-e e-tla-ntS-a ma-di	cd sm2s-t^p_finish-m^in if-say-m^pt sm9-t^f1-take_out-m^pt 6-blood(5,6)	ha uqeta hore etlantSa madi	2660224	cd pfx-v-sfx pfx-v-sfx pfx-pfx-v-sfx pfx-n	5.518.042	5.521.217	5.518.042	5.521.217	Sesotho	MHL	sme	u799	NA	NA	NA	Mother	16452	91	4_95.13	Hlobohang	mother	Cousin	OCDS
885	14579	2438	16573	884	Mahlobohang	NA	Female	Mother	Adult	question	Where is your blanket ?	emilie	NA	NA	NA	NA	NA	yahao e kae kobo	Sesotho	ya-hao e kae kobo	9-2s cp9 wh blanket(9,10)	yahao e kae kobo	2670288	ps-sfx cop wh n	2464.63	2.466.333	2464.63	2.466.333	Sesotho	MHL	sme	u382	NA	NA	NA	Mother	16573	41	13_95.11	Hlobohang	mother	Cousin	OCDS
885	2185	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	question	What are you being given ?	emilie	NA	NA	NA	NA	NA	ufuwang	Sesotho	u-f-uw-a-ng	sm2s-t^p_give-p-m^in-wh	ufuwang	2657894	pfx-v-sfx-sfx-sfx	1.192.391	1.199.804	1.192.391	1.199.804	Sesotho	MHL	sme	u265	NA	NA	NA	Mother	16433	19	3_95.01	Hlobohang	mother	Cousin	OCDS
885	13555	2436	16556	884	Mahlobohang	NA	Female	Mother	Adult	default	Hlobohang is calling you	emilie	NA	NA	NA	NA	NA	Hlobohang oaubitsa	Sesotho	Hlobohang o-a-u-bits-a	a_name sm1-t^p-om2s-call-m^in	Hlobohang oaubitsa	2669264	??? pfx-pfx-pfx-v-sfx	998.793	1.004.347	998.793	1.004.347	Sesotho	MHL	sme	u268	NA	NA	NA	Mother	16556	16	12_95.06	Hlobohang	mother	Cousin	OCDS
885	13556	2436	16556	884	Mahlobohang	NA	Female	Mother	Adult	default	I say Mololo	emilie	NA	NA	NA	NA	NA	kere Mololo	Sesotho	ke-r-e Mololo	sm1s-t^p_say-m^in a_name	kere Mololo	2669265	pfx-v-sfx ???	1.004.347	1.008.257	1.004.347	1.008.257	Sesotho	MHL	sme	u269	NA	NA	NA	Mother	16556	16	12_95.06	Hlobohang	mother	Cousin	OCDS
885	13554	2436	16556	884	Mahlobohang	NA	Female	Mother	Adult	default	Pass	emilie	NA	NA	NA	NA	NA	feta	Sesotho	fet-a	pass-m^I	feta	2669263	v-sfx	998.793	1.004.347	998.793	1.004.347	Sesotho	MHL	sme	u267	NA	NA	NA	Mother	16556	16	12_95.06	Hlobohang	mother	Cousin	OCDS
885	13557	2436	16556	884	Mahlobohang	NA	Female	Mother	Adult	default	Pass over that side by Hlobohang	emilie	NA	NA	NA	NA	NA	feta ka nqane ka hoo mona Hlobohang	Sesotho	fet-a ka nqane ka hoo mona Hlobohang	pass-m^i pr loc pr loc loc a_name	feta ka nqane ka hoo mona Hlobohang	2669266	v-sfx pr loc pr loc loc ???	1.008.257	1.014.356	1.008.257	1.014.356	Sesotho	MHL	sme	u270	NA	NA	NA	Mother	16556	16	12_95.06	Hlobohang	mother	Cousin	OCDS
885	14530	2438	16573	884	Mahlobohang	NA	Female	Mother	Adult	default	Right	emilie	NA	NA	NA	NA	NA	eke	Sesotho	eke	ij	eke	2670239	ij	2.265.673	2.267.503	2.265.673	2.267.503	Sesotho	MHL	sme	u333	NA	NA	NA	Mother	16573	37	13_95.11	Hlobohang	mother	Cousin	OCDS
885	14165	2437	16567	884	Mahlobohang	NA	Female	Mother	Adult	default	I will lash you Mahlobohang le Mololo Tembu	emilie	NA	NA	NA	NA	NA	ketlalenyoka Mahlobohang le Mololo Tembu	Sesotho	ke-tla-le-nyok-a Mahlobohang le Mololo Tembu	sm1s-t^f1-om2p-slap-m^in a_name cj a_name a_name	ketlalenyoka Mahlobohang le Mololo Tembu	2669874	pfx-pfx-pfx-v-sfx ??? cj ??? ???	5.565.514	5.569.901	5.565.514	5.569.901	Sesotho	MHL	sme	u318	NA	NA	NA	Mother	16567	92	12_95.06	Hlobohang	mother	Cousin	OCDS
885	2145	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	question	What are you doing ?	emilie	NA	NA	NA	NA	NA	uetsa jwang	Sesotho	u-ets-a jwang	sm2s-t^p_do-m^in wh	uetsa jwang	2657854	pfx-v-sfx wh	976.828	980.628	976.828	980.628	Sesotho	MHL	sme	u225	NA	NA	NA	Mother	16433	16	3_95.01	Hlobohang	mother	Cousin	OCDS
885	18893	2448	16649	884	Mahlobohang	NA	Female	Mother	Adult	question	Are you already sleeping at this time ?	emilie	NA	NA	NA	NA	NA	useurobala ka nako ee	Sesotho	u-se-u-robal-a ka nako ee	sm2s-t^se-sm2s-sleep-m^pt pr time(9,10) 9	useurobala ka nako ee	2674602	pfx-pfx-pfx-v-sfx pr n d	638.84	640.831	638.84	640.831	Sesotho	MHL	sme	u115	NA	NA	NA	Mother	16649	10	18_63.41	Hlobohang	mother	Cousin	OCDS
885	2117	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	default	I will slap youpl	emilie	NA	NA	NA	NA	NA	ketlalenyoka	Sesotho	ke-tla-le-nyok-a	sm1s-t^f1-om2p-slap-m^in	ketlalenyoka	2657826	pfx-pfx-pfx-v-sfx	793.729	797.884	793.729	797.884	Sesotho	MHL	sme	u197	NA	NA	NA	Mother	16433	13	3_95.01	Hlobohang	mother	Cousin	OCDS
885	18892	2448	16649	884	Mahlobohang	NA	Female	Mother	Adult	default	Leave (and go) keep yourself awake from outside	emilie	NA	NA	NA	NA	NA	tsamaya hohlaphola boroko kantle ka kwana	Sesotho	tsamay-a ho-hlaphol-a bo-roko kantle ka kwana	leave-m^i if-refresh-m^pt 14-sleep(14) loc pr loc	tsamaya hohlaphola boroko kantle ka kwana	2674601	v-sfx pfx-v-sfx pfx-n loc pr loc	635.119	638.84	635.119	638.84	Sesotho	MHL	sme	u114	NA	NA	NA	Mother	16649	10	18_63.41	Hlobohang	mother	Cousin	OCDS
885	13722	2436	16556	884	Mahlobohang	NA	Female	Mother	Adult	question	What are you saying Mololo ?	emilie	NA	NA	NA	NA	NA	ureng Mololo	Sesotho	u-r-e-ng Mololo	sm2s-t^p_say-m^in-wh a_name	ureng Mololo	2669431	pfx-v-sfx-sfx ???	1.921.209	1.924.259	1.921.209	1.924.259	Sesotho	MHL	sme	u435	NA	NA	NA	Mother	16556	32	12_95.06	Hlobohang	mother	Cousin	OCDS
885	14578	2438	16573	884	Mahlobohang	NA	Female	Mother	Adult	default	Mololo	emilie	NA	NA	NA	NA	NA	Mololo	Sesotho	Mololo	a_name	Mololo	2670287	???	2.463.181	2464.63	2.463.181	2464.63	Sesotho	MHL	sme	u381	NA	NA	NA	Mother	16573	41	13_95.11	Hlobohang	mother	Cousin	OCDS
885	18857	2448	16649	884	Mahlobohang	NA	Female	Mother	Adult	default	Don't doze	emilie	NA	NA	NA	NA	NA	seka thibasela	Sesotho	seka thibasel-a	ng nod_off-m^i	seka thibasela	2674566	ng v-sfx	513.6	516.805	513.6	516.805	Sesotho	MHL	sme	u79	NA	NA	NA	Mother	16649	8	18_63.41	Hlobohang	mother	Cousin	OCDS
885	18891	2448	16649	884	Mahlobohang	NA	Female	Mother	Adult	question	Mololo do you come from keeping yourself awake ?	emilie	NA	NA	NA	NA	NA	Mololo utswahlaphola boroko	Sesotho	Mololo u-tswa-hlaphol-a bo-roko	a_name sm2s-t^ts-refresh-m^in 14-sleep(14)	Mololo utswahlaphola boroko	2674600	??? pfx-pfx-v-sfx pfx-n	631.274	635.119	631.274	635.119	Sesotho	MHL	sme	u113	NA	NA	NA	Mother	16649	10	18_63.41	Hlobohang	mother	Cousin	OCDS
885	9114	2428	16500	884	Mahlobohang	NA	Female	Mother	Adult	default	Give it to him	emilie	NA	NA	NA	NA	NA	monehe	Sesotho	mo-neh-e	om1-give-m^i	monehe	2664823	pfx-v-sfx	2626.1	2.627.277	2626.1	2.627.277	Sesotho	MHL	sme	u534	NA	NA	NA	Mother	16500	43	8_95.10	Hlobohang	mother	Cousin	OCDS
885	687	2415	16402	884	Mahlobohang	NA	Female	Mother	Adult	question	You are coming from where ?	emilie	NA	NA	NA	NA	NA	utswa kae	Sesotho	u-tsw-a kae	sm2s-t^p_come_from-m^in wh	utswa kae	2656396	pfx-v-sfx wh	4.536.434	4.539.924	4.536.434	4.539.924	Sesotho	MHL	sme	u318	NA	NA	NA	Mother	16402	75	1_94.55	Hlobohang	mother	Cousin	OCDS
885	14756	2439	16581	884	Mahlobohang	NA	Female	Mother	Adult	question	Where is it ?	emilie	NA	NA	NA	NA	NA	se kae	Sesotho	se kae	cp7 wh	se kae	2670465	cop wh	4151.6	4.152.393	4151.6	4.152.393	Sesotho	MHL	sme	u130	NA	NA	NA	Mother	16581	69	13_95.11	Hlobohang	mother	Cousin	OCDS
885	18855	2448	16649	884	Mahlobohang	NA	Female	Mother	Adult	default	Mololo !	emilie	NA	NA	NA	NA	NA	Mololo	Sesotho	Mololo	a_name	Mololo	2674564	???	512.4	513.475	512.4	513.475	Sesotho	MHL	sme	u77	NA	NA	NA	Mother	16649	8	18_63.41	Hlobohang	mother	Cousin	OCDS
885	13222	2435	16550	884	Mahlobohang	NA	Female	Mother	Adult	default	You say the other one is insane you	emilie	NA	NA	NA	NA	NA	ure emong ke lehlanya wena	Sesotho	u-r-e e-mo-ng ke le-hlanya wena	sm2s-t^p_say-m^in 1-1-aj cp 5-crazy_person(5,6) 2s	ure emong ke lehlanya wena	2668931	pfx-v-sfx pfx-pfx-aj cop pfx-n pn	5.142.594	5.149.391	5.142.594	5.149.391	Sesotho	MHL	sme	u542	NA	NA	NA	Mother	16550	85	11_95.19	Hlobohang	mother	Cousin	OCDS
885	7814	2426	16484	884	Mahlobohang	NA	Female	Mother	Adult	question	What are you drinking Mololo ?	emilie	NA	NA	NA	NA	NA	unwang Mololo	Sesotho	u-nw-a-ng Mololo	sm2s-t^p_drink-m^in-wh a_name	unwang Mololo	2663523	pfx-v-sfx-sfx ???	2510	2.512.528	2510	2.512.528	Sesotho	MHL	sme	u529	NA	NA	NA	Mother	16484	41	7_95.13	Hlobohang	mother	Cousin	OCDS
885	14164	2437	16567	884	Mahlobohang	NA	Female	Mother	Adult	question	Where is that stick of mine ?	emilie	NA	NA	NA	NA	NA	e kae thupa yane yaka	Sesotho	e kae thupa yane ya-ka	cp9 wh stick(9,10) 9 9-1s	e kae thupa yane yaka	2669873	cop wh n d ps-sfx	5.565.514	5.569.901	5.565.514	5.569.901	Sesotho	MHL	sme	u317	NA	NA	NA	Mother	16567	92	12_95.06	Hlobohang	mother	Cousin	OCDS
885	17881	2446	16636	884	Mahlobohang	NA	Female	Mother	Adult	question	What has been taken out Mololo ?	emilie	NA	NA	NA	NA	NA	o entSuweng Mololo	Sesotho	o e-ntS-uw-e-ng Mololo	ij sm9-take_out-p-t^pf/m^in-wh a_name	o entSuweng Mololo	2673590	ij pfx-v-sfx-sfx-sfx ???	357.897	360.873	357.897	360.873	Sesotho	MHL	sme	u43	NA	NA	NA	Mother	16636	5	17_95.07	Hlobohang	mother	Cousin	OCDS
885	2043	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	default	Hey sit down	emilie	NA	NA	NA	NA	NA	hei dula fatSe	Sesotho	hei dul-a fatSe	ij sit-m^i loc	hei dula fatSe	2657752	ij v-sfx loc	422.8	424.637	422.8	424.637	Sesotho	MHL	sme	u123	NA	NA	NA	Mother	16433	7	3_95.01	Hlobohang	mother	Cousin	OCDS
885	12088	2433	16537	884	Mahlobohang	NA	Female	Mother	Adult	default	Mololo bring my bread	emilie	NA	885	clara	NA	NA	Mololo tlisa senkhwa saka	Sesotho	Mololo tl-is-a se-nkhwa sa-ka	a_name come-c-m^i 7-cake(7,8) 7-1s	Mololo tlisa senkhwa saka	2667797	??? v-sfx-sfx pfx-n ps-sfx	5020	5.024.245	5020	5.024.245	Sesotho	MHL	sme	u291	NA	NA	NA	Mother	16537	83	10_95.04	Hlobohang	mother	Cousin	OCDS
885	14161	2437	16567	884	Mahlobohang	NA	Female	Mother	Adult	default	Bring	emilie	NA	NA	NA	NA	NA	tlisa	Sesotho	tl-is-a	come-c-m^i	tlisa	2669870	v-sfx-sfx	5.549.814	5.551.595	5.549.814	5.551.595	Sesotho	MHL	sme	u314	NA	NA	NA	Mother	16567	92	12_95.06	Hlobohang	mother	Cousin	OCDS
885	2148	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	default	No Mololo	emilie	NA	NA	NA	NA	NA	ee Mololo	Sesotho	ee Mololo	ij a_name	ee Mololo	2657857	ij ???	984.9	986.923	984.9	986.923	Sesotho	MHL	sme	u228	NA	NA	NA	Mother	16433	16	3_95.01	Hlobohang	mother	Cousin	OCDS
885	13223	2435	16550	884	Mahlobohang	NA	Female	Mother	Adult	default	When you keep falling down you are not insane	emilie	NA	NA	NA	NA	NA	ha untseuwela ha u lehlanya	Sesotho	ha u-ntse-u-w-el-a ha u le-hlanya	cd sm2s-t^pp-sm2s-fall-ap-m^pt ng cp2s 5-crazy_person(5,6)	ha untseuwela ha u lehlanya	2668932	cd pfx-pfx-pfx-v-sfx-sfx ng cop pfx-n	5.142.594	5.149.391	5.142.594	5.149.391	Sesotho	MHL	sme	u543	NA	NA	NA	Mother	16550	85	11_95.19	Hlobohang	mother	Cousin	OCDS
885	2190	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	default	No Mololo	emilie	NA	NA	NA	NA	NA	ee Mololo	Sesotho	ee Mololo	ij a_name	ee Mololo	2657899	ij ???	1223	1.224.979	1223	1.224.979	Sesotho	MHL	sme	u270	NA	NA	NA	Mother	16433	20	3_95.01	Hlobohang	mother	Cousin	OCDS
885	11340	2431	16523	884	Mahlobohang	NA	Female	Mother	Adult	default	Mololo make a fire	emilie	NA	885	clara	NA	NA	Mololo besa	Sesotho	Mololo bes-a	a_name make_fire-m^i	Mololo besa	2667049	??? v-sfx	5328.2	5.329.466	5328.2	5.329.466	Sesotho	MHL	sme	u641	NA	NA	NA	Mother	16523	88	9_95.06	Hlobohang	mother	Cousin	OCDS
885	15884	2442	16608	884	Mahlobohang	NA	Female	Mother	Adult	default	Move away over there Mololo	emilie	NA	885	clara	NA	NA	elellang kwana Mololo	Sesotho	el-ell-ang kwana Mololo	go/ap-cl-m^ip loc a_name	elellang kwana Mololo	2671593	v-sfx-sfx loc ???	1.083.783	1.100.935	1.083.783	1.100.935	Sesotho	MHL	sme	u165	NA	NA	NA	Mother	16608	18	15_95.01	Hlobohang	mother	Cousin	OCDS
885	1221	2416	16413	884	Mahlobohang	NA	Female	Mother	Adult	question	In where ?	emilie	NA	NA	NA	NA	NA	ka kae	Sesotho	ka kae	pr wh	ka kae	2656930	pr wh	2059.5	2.060.243	2059.5	2.060.243	Sesotho	MHL	sme	u340	NA	NA	NA	Mother	16413	34	2_94.55	Hlobohang	mother	Cousin	OCDS
885	13885	2437	16567	884	Mahlobohang	NA	Female	Mother	Adult	question	Where is Hlobohang ?	emilie	NA	NA	NA	NA	NA	o kae Hlobohang	Sesotho	o kae Hlobohang	cp1 wh a_name	o kae Hlobohang	2669594	cop wh ???	3213	3.214.405	3213	3.214.405	Sesotho	MHL	sme	u38	NA	NA	NA	Mother	16567	53	12_95.06	Hlobohang	mother	Cousin	OCDS
885	14159	2437	16567	884	Mahlobohang	NA	Female	Mother	Adult	question	That stick where is it Mololo	emilie	NA	NA	NA	NA	NA	thupa ela e kae Mololo	Sesotho	thupa ela e kae Mololo	stick(9,10) 9 9 wh a_name	thupa ela e kae Mololo	2669868	n d d wh ???	5.541.062	5.549.814	5.541.062	5.549.814	Sesotho	MHL	sme	u312	NA	NA	NA	Mother	16567	92	12_95.06	Hlobohang	mother	Cousin	OCDS
885	13537	2436	16556	884	Mahlobohang	NA	Female	Mother	Adult	default	Mololo you will fall here	emilie	NA	NA	NA	NA	NA	Mololo utlawa moo	Sesotho	Mololo u-tla-w-a moo	a_name sm2s-t^f1-fall-m^in loc	Mololo utlawa moo	2669246	??? pfx-pfx-v-sfx loc	927.9	930.471	927.9	930.471	Sesotho	MHL	sme	u250	NA	NA	NA	Mother	16556	15	12_95.06	Hlobohang	mother	Cousin	OCDS
885	14160	2437	16567	884	Mahlobohang	NA	Female	Mother	Adult	question	You were still taking it ?	emilie	NA	NA	NA	NA	NA	uneuntseuenkile	Sesotho	u-ne-u-ntse-u-e-nk-il-e	sm2s-t^ne-sm2s-t^pp-sm2s-om9-take-t^pf-m^in	uneuntseuenkile	2669869	pfx-pfx-pfx-pfx-pfx-pfx-v-sfx-sfx	5.541.062	5.549.814	5.541.062	5.549.814	Sesotho	MHL	sme	u313	NA	NA	NA	Mother	16567	92	12_95.06	Hlobohang	mother	Cousin	OCDS
885	12083	2433	16537	884	Mahlobohang	NA	Female	Mother	Adult	default	Put these nails away	emilie	NA	885	clara	NA	NA	beha dipekere tsena	Sesotho	beh-a di-pekere tsena	put-m^i 8-nail(7,8) 8	beha dipekere tsena	2667792	v-sfx pfx-n d	4930.53	4.932.587	4930.53	4.932.587	Sesotho	MHL	sme	u286	NA	NA	NA	Mother	16537	82	10_95.04	Hlobohang	mother	Cousin	OCDS
885	2462	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	default	Hey people !	emilie	NA	NA	NA	NA	NA	he batho	Sesotho	he ba-tho	ij 2-person(1,2)	he batho	2658171	ij pfx-n	2.445.898	2.447.306	2.445.898	2.447.306	Sesotho	MHL	sme	u542	NA	NA	NA	Mother	16433	40	3_95.01	Hlobohang	mother	Cousin	OCDS
885	17880	2446	16636	884	Mahlobohang	NA	Female	Mother	Adult	question	What ?	emilie	NA	NA	NA	NA	NA	eng	Sesotho	eng	wh	eng	2673589	wh	355.833	357.897	355.833	357.897	Sesotho	MHL	sme	u42	NA	NA	NA	Mother	16636	5	17_95.07	Hlobohang	mother	Cousin	OCDS
885	2039	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	default	Do not do this to the soil	emilie	NA	NA	NA	NA	NA	skanna etsa mobu tjena	Sesotho	skanna ets-a mo-bu tjena	ng do-m^i 3-soil(3,4) av	skanna etsa mobu tjena	2657748	ng v-sfx pfx-n av	408.5	410.776	408.5	410.776	Sesotho	MHL	sme	u119	NA	NA	NA	Mother	16433	6	3_95.01	Hlobohang	mother	Cousin	OCDS
885	12069	2433	16537	884	Mahlobohang	NA	Female	Mother	Adult	default	Wait Mololo	emilie	NA	885	clara	NA	NA	butle Mololo	Sesotho	butle Mololo	ij a_name	butle Mololo	2667778	ij ???	4.789.902	4.793.094	4.789.902	4.793.094	Sesotho	MHL	sme	u272	NA	NA	NA	Mother	16537	79	10_95.04	Hlobohang	mother	Cousin	OCDS
885	17642	2445	16629	884	Mahlobohang	NA	Female	Mother	Adult	default	Mololo !	emilie	NA	885	clara	NA	NA	Mololo	Sesotho	Mololo	a_name	Mololo	2673351	???	4077.3	4.078.639	4077.3	4.078.639	Sesotho	MHL	sme	u187	NA	NA	NA	Mother	16629	67	16_95.13	Hlobohang	mother	Cousin	OCDS
885	2042	2418	16433	884	Mahlobohang	NA	Female	Mother	Adult	question	No hey you are doing what ?	emilie	NA	NA	NA	NA	NA	ee helang untseuetsang	Sesotho	ee helang u-ntse-u-ets-a-ng	ij ij sm2s-t^pp-sm2s-do-m^pt-wh	ee helang untseuetsang	2657751	ij ij pfx-pfx-pfx-v-sfx-sfx	421	423.386	421	423.386	Sesotho	MHL	sme	u122	NA	NA	NA	Mother	16433	7	3_95.01	Hlobohang	mother	Cousin	OCDS
885	13230	2435	16550	884	Mahlobohang	NA	Female	Mother	Adult	default	Mololo wait	emilie	NA	NA	NA	NA	NA	Mololo butle	Sesotho	Mololo butle	a_name ij	Mololo butle	2668939	??? ij	5.194.729	5.202.275	5.194.729	5.202.275	Sesotho	MHL	sme	u550	NA	NA	NA	Mother	16550	86	11_95.19	Hlobohang	mother	Cousin	OCDS
885	15062	2440	16587	884	Mahlobohang	NA	Female	Mother	Adult	default	Mololo	emilie	NA	NA	NA	NA	NA	Mololo	Sesotho	Mololo	a_name	Mololo	2670771	???	623.968	626.868	623.968	626.868	Sesotho	MHL	sme	u110	NA	NA	NA	Mother	16587	10	14_95.14	Hlobohang	mother	Cousin	OCDS
885	15777	2442	16608	884	Mahlobohang	NA	Female	Mother	Adult	default	You say curry	emilie	NA	885	clara	NA	NA	ure kere	Sesotho	u-r-e kere	sm2s-t^p_say-m^in curry(9,10)	ure kere	2671486	pfx-v-sfx n	631.742	634.331	631.742	634.331	Sesotho	MHL	sme	u58	NA	NA	NA	Mother	16608	10	15_95.01	Hlobohang	mother	Cousin	OCDS
